index,model,emotion,file,audio_path,label,transcription,label_clean,transcription_clean,wer,reference_words,hits,substitutions,deletions,insertions,language,language_probability,status
375,indextts,sad,000375_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000375_indextts_sad.wav,tsit loo it tit kiann kau tai uan siong lam ping e go luan phinn,tsit8 loo7 it4 tit8 kiann1 kau3 tai5 uan5 siong7 lam5 ping5 e5 goo5 luan5 phinn1,tsit loo it tit kiann kau tai uan siong lam ping e go luan phinn,tsit loo it tit kiann kau tai uan siong lam ping e goo luan phinn,0.06666666666666667,15,14,1,0,0,zh,1,ok
376,indextts,fearful,000376_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000376_indextts_fearful.wav,tsiah koh tsiunn pak,tsiah4 koh4 tsiunn7 pau1,tsiah koh tsiunn pak,tsiah koh tsiunn pau,0.25,4,3,1,0,0,zh,1,ok
377,indextts,sad,000377_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000377_indextts_sad.wav,hian tshu si i i king kiann kau tai lam tshi kiam tsui khu e guat tin kang ah,hian7 tshu2 si5 i1 i2 king1 kiann5 kau3 tai5 lam5 tshi7 kiam5 tsui2 khu1 e5 uat8 tin1 kang2 ah4,hian tshu si i i king kiann kau tai lam tshi kiam tsui khu e guat tin kang ah,hian tshu si i i king kiann kau tai lam tshi kiam tsui khu e uat tin kang ah,0.05263157894736842,19,18,1,0,0,zh,1,ok
378,indextts,sad,000378_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000378_indextts_sad.wav,tng ti tai uan si loo hu kin teh tsiah tau gim si phue ka pi ah,tng1 ti7 tai5 uan5 si1 loo7 hu3 kin7 leh4 tsiah8 tau3 kim1 si1 phue3 ka1 pi1 a2,tng ti tai uan si loo hu kin teh tsiah tau gim si phue ka pi ah,tng ti tai uan si loo hu kin leh tsiah tau kim si phue ka pi a,0.17647058823529413,17,14,3,0,0,zh,1,ok
379,indextts,fearful,000379_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000379_indextts_fearful.wav,siong kai lan tit e si,siong7 kai3 lam5 ti7 e5 si5,siong kai lan tit e si,siong kai lam ti e si,0.3333333333333333,6,4,2,0,0,zh,1,ok
380,indextts,disgusted,000380_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav/000380_indextts_disgusted.wav,terry u tsit tui khai bing e pe bu,terry u7 tsi2 tsit8 pah4 tui3 khai3 i1 tsian3 bin5 e5 pe2 tshi2 tsian7 bu2 tsit8 tsit8 tsit8 tsit8 tsit8 tsit8 tsit8 tsit8 tsit8 tsit8 tsit8 tsit8,terry u tsit tui khai bing e pe bu,terry u tsi tsit pah tui khai i tsian bin e pe tshi tsian bu tsit tsit tsit tsit tsit tsit tsit tsit tsit tsit tsit tsit,2.111111111111111,9,8,1,0,18,zh,1,ok
381,indextts,disgusted,000381_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav/000381_indextts_disgusted.wav,tui i tsit khuan long ban kah u tam poh a bo hu hap sit tse e siunn huat ping bo huan tui,tui3 tsit4 sui2 jian3 khuan2 long5 tsi1 jian3 ban5 tsi1 kah4 si2 u7 tshi5 tan1 tsi1 jian3 poo3 bak8 tsian3 a2 bo5 hu5 tsian3 thak8 ba2 e2 e5 la2 tse3 sann1 e5 siunn1 tsi1 tsian3 huat4 tshi3 ping5 tsi1 bo5 huan2 tsian3 tui3,tui i tsit khuan long ban kah u tam poh a bo hu hap sit tse e siunn huat ping bo huan tui,tui tsit sui jian khuan long tsi jian ban tsi kah si u tshi tan tsi jian poo bak tsian a bo hu tsian thak ba e e la tse sann e siunn tsi tsian huat tshi ping tsi bo huan tsian tui,1.1304347826086956,23,17,6,0,20,zh,1,ok
382,indextts,fearful,000382_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000382_indextts_fearful.wav,tian to tsuan lik tsi tshi,tian1 to3 tsuan1 li2 tsi1 tshi5,tian to tsuan lik tsi tshi,tian to tsuan li tsi tshi,0.16666666666666666,6,5,1,0,0,zh,1,ok
383,indextts,angry,000383_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000383_indextts_angry.wav,li kam tsai iann,li2 kam2 tsai1 iann2,li kam tsai iann,li kam tsai iann,0.0,4,4,0,0,0,zh,1,ok
384,indextts,disgusted,000384_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000384_indextts_disgusted.wav,ping tshiann ti i khuan to poo lian i king tsiong kin beh uan sing e bue tsam a,ping7 tshiann2 ti7 i1 khuan5 to2 poo7 lian3 i2 king1 tsiong1 kim1 beh4 uan5 sing5 e5 bue2 tsam7 a2,ping tshiann ti i khuan to poo lian i king tsiong kin beh uan sing e bue tsam a,ping tshiann ti i khuan to poo lian i king tsiong kim beh uan sing e bue tsam a,0.05263157894736842,19,18,1,0,0,zh,1,ok
385,indextts,angry,000385_indextts_angry.wav,/srv/RL_project/repo/outputs/wav/000385_indextts_angry.wav,tik piat puah si kan pue i kiann tsit tuann,tik4 pa2 tsiat4 peh4 pa2 puann3 si3 si3 tsian3 kan1 pue5 kiann1 u7 tsit4 ma2 tua7 tsi1,tik piat puah si kan pue i kiann tsit tuann,tik pa tsiat peh pa puann si si tsian kan pue kiann u tsit ma tua tsi,1.2,10,5,5,0,7,zh,1,ok
386,indextts,angry,000386_indextts_angry.wav,/srv/RL_project/repo/outputs/wav/000386_indextts_angry.wav,hoo i tsing sin siong siong tua e koo bu,hoo7 tsit4 gi5 tsing5 gi7 tsian3 sin3 lian3 siong1 tshi7 iau3 iong5 tshi7 tua7 tsi1 e5 koo2 a2 hik8 bu2,hoo i tsing sin siong siong tua e koo bu,hoo tsit gi tsing gi tsian sin lian siong tshi iau iong tshi tua tsi e koo a hik bu,1.2,10,8,2,0,10,zh,1,ok
387,indextts,fearful,000387_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000387_indextts_fearful.wav,u bang siong sui,u7 bang7 siong7 sui2,u bang siong sui,u bang siong sui,0.0,4,4,0,0,0,zh,1,ok
388,indextts,neutral,000388_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000388_indextts_neutral.wav,u li siong tioh ai iong kam khi tui kiu,u7 li2 siong2 tioh8 ai3 iong2 kam2 khi3 tui1 kiu5,u li siong tioh ai iong kam khi tui kiu,u li siong tioh ai iong kam khi tui kiu,0.0,10,10,0,0,0,zh,1,ok
389,indextts,fearful,000389_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav/000389_indextts_fearful.wav,lan lang sing uah ti tsit e se kan,lan2 lang5 sing5 jian5 uah8 pa2 ti7 tshit4 tsit4 si5 e5 se3 kian3 kan1,lan lang sing uah ti tsit e se kan,lan lang sing jian uah pa ti tshit tsit si e se kian kan,0.5555555555555556,9,9,0,0,5,zh,1,ok
390,indextts,neutral,000390_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000390_indextts_neutral.wav,tu liau it tsai tiong hok e jit siong tsiah tshing i gua,tu5 liau2 it4 tsai3 tiong5 ho7 e5 jit8 siong5 tsiah8 tshing3 i2 gua7,tu liau it tsai tiong hok e jit siong tsiah tshing i gua,tu liau it tsai tiong ho e jit siong tsiah tshing i gua,0.07692307692307693,13,12,1,0,0,zh,1,ok
391,indextts,surprised,000391_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000391_indextts_surprised.wav,iau u tsan tshu koh khah kuan e li siong,iau2 u7 tsan1 tshu3 koh4 khah4 kuan5 e5 li2 siong2,iau u tsan tshu koh khah kuan e li siong,iau u tsan tshu koh khah kuan e li siong,0.0,10,10,0,0,0,zh,1,ok
392,indextts,surprised,000392_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000392_indextts_surprised.wav,su iau khi tui kiu khi sit hian,su1 iau3 khi3 tui1 kiu5 khi3 sit8 hian7,su iau khi tui kiu khi sit hian,su iau khi tui kiu khi sit hian,0.0,8,8,0,0,0,zh,1,ok
393,indextts,angry,000393_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000393_indextts_angry.wav,ti lan ling lik iau tso e kau e si tsun,ti7 lan2 ling5 lip8 iau2 tso3 kau3 e5 si5 tsun7,ti lan ling lik iau tso e kau e si tsun,ti lan ling lip iau tso kau e si tsun,0.18181818181818182,11,9,1,1,0,zh,1,ok
394,indextts,sad,000394_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000394_indextts_sad.wav,tai uan lang kau kau kau e jin tsing bi,tai5 uan5 lang5 kau2 kau2 kau2 e5 lin5 tsin1 bi7,tai uan lang kau kau kau e jin tsing bi,tai uan lang kau kau kau e lin tsin bi,0.2,10,8,2,0,0,zh,1,ok
395,indextts,sad,000395_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000395_indextts_sad.wav,na si kiann khun lan,na7 si7 kiann1 khun3 lan5,na si kiann khun lan,na si kiann khun lan,0.0,5,5,0,0,0,zh,1,ok
396,indextts,neutral,000396_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000396_indextts_neutral.wav,tshin tshai to hong khi tui kiu bang siong e ki hue,tshin1 tshai2 to7 hong1 khi3 tui1 kiu5 bang7 siong1 e5 ki1 hue7,tshin tshai to hong khi tui kiu bang siong e ki hue,tshin tshai to hong khi tui kiu bang siong e ki hue,0.0,12,12,0,0,0,zh,1,ok
397,indextts,happy,000397_indextts_happy.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000397_indextts_happy.wav,tan kau au pai tsiah lai huan hue,tan2 kau3 au7 pai2 tsiah8 lai5 huan2 hue2,tan kau au pai tsiah lai huan hue,tan kau au pai tsiah lai huan hue,0.0,8,8,0,0,0,zh,1,ok
398,indextts,surprised,000398_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000398_indextts_surprised.wav,he to siunn ban ah,he1 to7 siunn1 ban7 ah4,he to siunn ban ah,he to siunn ban ah,0.0,5,5,0,0,0,zh,1,ok
399,indextts,disgusted,000399_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000399_indextts_disgusted.wav,khuan to poo lian si tsit kiann sin khoo e tai tsi,khuan5 to2 poo7 lian7 si7 tsit8 kiann7 sin1 khoo2 e5 tai7 tsi3,khuan to poo lian si tsit kiann sin khoo e tai tsi,khuan to poo lian si tsit kiann sin khoo e tai tsi,0.0,12,12,0,0,0,zh,1,ok
400,indextts,angry,000400_indextts_angry.wav,/srv/RL_project/repo/outputs/wav/000400_indextts_angry.wav,tu liau ai u tsiu tsuan e ke ue the lat ai ho i gua,tu5 jian3 liau5 a2 ai3 u7 tsi2 tsiu3 i5 tsian3 tsuan1 u7 e5 kiat4 jian7 ue7 tsi1 the5 a2 tsian3 lah4 tann1 ai3 ho2 gi2 jian3 gua2 tsi1,tu liau ai u tsiu tsuan e ke ue the lat ai ho i gua,tu jian liau a ai u tsi tsiu i tsian tsuan u e kiat jian ue tsi the a tsian lah tann ai ho gi jian gua tsi,1.0666666666666667,15,12,3,0,13,zh,1,ok
401,indextts,disgusted,000401_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000401_indextts_disgusted.wav,siong tiong iau e si ai u kian kiong e i tsi lik,siong7 tiong7 iau3 e5 si7 ai3 u7 kian1 kiong5 e5 it4 tsi3 lik8,siong tiong iau e si ai u kian kiong e i tsi lik,siong tiong iau e si ai u kian kiong e it tsi lik,0.07692307692307693,13,12,1,0,0,zh,1,ok
402,indextts,happy,000402_indextts_happy.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000402_indextts_happy.wav,tsiah thang khik hok ian loo tu tioh e kok tsiong siunn be kau e lan te,tsiah4 thang1 khi3 hoo7 ian5 loo7 tu2 tioh8 e5 koh4 tsiong2 siunn7 be7 kau3 e5 lan5 te5,tsiah thang khik hok ian loo tu tioh e kok tsiong siunn be kau e lan te,tsiah thang khi hoo ian loo tu tioh e koh tsiong siunn be kau e lan te,0.17647058823529413,17,14,3,0,0,zh,1,ok
403,indextts,angry,000403_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000403_indextts_angry.wav,kiong hi terry khuan to poo lian,kiong1 hi2 Terry khuan5 to2 poo7 lian2,kiong hi terry khuan to poo lian,kiong hi terry khuan to poo lian,0.0,7,7,0,0,0,zh,1,ok
404,indextts,neutral,000404_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000404_indextts_neutral.wav,iong siang kha ai tai uan e bang siong teh beh uan sing ah,iong7 siang1 kha1 ai3 tai5 uan5 e5 bang7 siong2 leh4 be2 uan5 sing5 ah4,iong siang kha ai tai uan e bang siong teh beh uan sing ah,iong siang kha ai tai uan e bang siong leh be uan sing ah,0.14285714285714285,14,12,2,0,0,zh,1,ok
405,indextts,angry,000405_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000405_indextts_angry.wav,li kam bat kam siu tioh,li2 kam2 kak4 kam2 siu7 tioh8,li kam bat kam siu tioh,li kam kak kam siu tioh,0.16666666666666666,6,5,1,0,0,zh,1,ok
406,indextts,surprised,000406_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000406_indextts_surprised.wav,kian tshi loh khi,kian1 tshi5 loh8 khi3,kian tshi loh khi,kian tshi loh khi,0.0,4,4,0,0,0,zh,1,ok
407,indextts,sad,000407_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000407_indextts_sad.wav,siong sin it ting e sing kong,siong1 sin3 it4 ting7 e7 sing5 kong1,siong sin it ting e sing kong,siong sin it ting e sing kong,0.0,7,7,0,0,0,zh,1,ok
408,indextts,angry,000408_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000408_indextts_angry.wav,lim ping tik sian sinn kah i e pe bu kang khuan,lim5 ping1 tik4 sian1 sinn1 kah4 i1 e5 pe7 bu2 kang7 khuan2,lim ping tik sian sinn kah i e pe bu kang khuan,lim ping tik sian sinn kah i e pe bu kang khuan,0.0,12,12,0,0,0,zh,1,ok
409,indextts,fearful,000409_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000409_indextts_fearful.wav,long si jin tsin phah piann kha tah sit te,long2 si7 lin7 tsin1 phah4 piann3 kha1 tah8 sit4 te7,long si jin tsin phah piann kha tah sit te,long si lin tsin phah piann kha tah sit te,0.1,10,9,1,0,0,zh,1,ok
410,indextts,angry,000410_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000410_indextts_angry.wav,iong sit tse e hing tong thiann tai uan e lang,iong7 sit8 tse3 e5 hing5 tong7 thiann3 tai5 uan5 e5 lang5,iong sit tse e hing tong thiann tai uan e lang,iong sit tse e hing tong thiann tai uan e lang,0.0,11,11,0,0,0,zh,1,ok
411,indextts,disgusted,000411_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000411_indextts_disgusted.wav,iong tshim tsing e bak tsiu,iong7 tshim1 tsing5 e5 bak8 tsiu1,iong tshim tsing e bak tsiu,iong tshim tsing e bak tsiu,0.0,6,6,0,0,0,zh,1,ok
412,indextts,happy,000412_indextts_happy.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000412_indextts_happy.wav,khuann tai uan tsit liap bi le e to su,khuann3 tai5 uan5 tsit4 liap8 bi2 le7 e5 to2 su7,khuann tai uan tsit liap bi le e to su,khuann tai uan tsit liap bi le e to su,0.0,10,10,0,0,0,zh,1,ok
413,indextts,neutral,000413_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000413_indextts_neutral.wav,iong nng ki kha tui tai uan thau kiann kau tai uan bue,iong7 nng7 ki1 kha1 tui3 tai5 uan5 thau5 kiann5 kau3 tai5 uan5 bue2,iong nng ki kha tui tai uan thau kiann kau tai uan bue,iong nng ki kha tui tai uan thau kiann kau tai uan bue,0.0,13,13,0,0,0,zh,1,ok
414,indextts,neutral,000414_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav/000414_indextts_neutral.wav,tai uan e kiau ngoo,tai5 jian3 uan5 e5 kiau1 i1 jian3 goo7 tshi7,tai uan e kiau ngoo,tai jian uan e kiau i jian goo tshi,1.0,5,4,1,0,4,zh,1,ok
415,indextts,fearful,000415_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000415_indextts_fearful.wav,se kai kip e to ian li an kah gui tik sing,se3 kai3 ki5 e5 to7 ian2 li2 an1 kah4 ui5 tik4 sing3,se kai kip e to ian li an kah gui tik sing,se kai ki e to ian li an kah ui tik sing,0.16666666666666666,12,10,2,0,0,zh,1,ok
416,indextts,sad,000416_indextts_sad.wav,/srv/RL_project/repo/outputs/wav/000416_indextts_sad.wav,kian tshi thau bue e o un suan tshiu soo le bun,kian1 jian3 tshi7 u7 thau5 san1 jian3 bue2 e5 oo1 jian3 un1 tsi1 suan2 jian3 tshiu1 liang5 miau2 oo1 ji7 leh4 tsi1 jian7 bun5,kian tshi thau bue e o un suan tshiu soo le bun,kian jian tshi u thau san jian bue e oo jian un tsi suan jian tshiu liang miau oo ji leh tsi jian bun,1.25,12,9,3,0,12,zh,1,ok
417,indextts,happy,000417_indextts_happy.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000417_indextts_happy.wav,suann kiu ko tshiu tsan nga ni ting ting,suann1 kiu5 koo1 tshiu2 tsan1 a2 ni5 ting2 ting2,suann kiu ko tshiu tsan nga ni ting ting,suann kiu koo tshiu tsan a ni ting ting,0.2222222222222222,9,7,2,0,0,zh,1,ok
418,indextts,happy,000418_indextts_happy.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000418_indextts_happy.wav,in tsiah si lan sio sio e tai uan tshiann iong tshut lai,in1 tsiah4 si7 lan2 sio2 sio2 e5 tai5 uan5 tshiann5 iong2 tshut4 lai5,in tsiah si lan sio sio e tai uan tshiann iong tshut lai,in tsiah si lan sio sio e tai uan tshiann iong tshut lai,0.0,13,13,0,0,0,zh,1,ok
419,indextts,angry,000419_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000419_indextts_angry.wav,ti se kai bu tai ting huat kng huat jiat,ti7 se3 kai3 bu2 tai5 ting2 huat4 kng1 huat4 jiat8,ti se kai bu tai ting huat kng huat jiat,ti se kai bu tai ting huat kng huat jiat,0.0,10,10,0,0,0,zh,1,ok
420,indextts,fearful,000420_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000420_indextts_fearful.wav,si tat tit lan kam kak kiau ngoo e jin but,si7 tat8 tit4 lan2 kian1 kak4 kah4 kiau5 ngoo7 e5 lin5 but8,si tat tit lan kam kak kiau ngoo e jin but,si tat tit lan kian kak kah kiau ngoo e lin but,0.2727272727272727,11,9,2,0,1,zh,1,ok
421,indextts,angry,000421_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000421_indextts_angry.wav,na kong tioh tai uan e kiau ngoo,na7 kong2 tioh8 tai5 uan5 e5 kiong5 ooh4,na kong tioh tai uan e kiau ngoo,na kong tioh tai uan e kiong ooh,0.25,8,6,2,0,0,zh,1,ok
422,indextts,sad,000422_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000422_indextts_sad.wav,li te ji e siunn tioh e,li2 te7 ji7 e5 siunn7 tioh8 e5,li te ji e siunn tioh e,li te ji e siunn tioh e,0.0,7,7,0,0,0,zh,1,ok
423,indextts,disgusted,000423_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000423_indextts_disgusted.wav,it ting si tai uan phong phai e but tsu,it4 ting7 si7 tai5 uan5 phong1 phai3 e5 but8 tsu1,it ting si tai uan phong phai e but tsu,it ting si tai uan phong phai e but tsu,0.0,10,10,0,0,0,zh,1,ok
424,indextts,sad,000424_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000424_indextts_sad.wav,in ui tai uan lang thau nau khiau gau pian khiau,in1 ui7 tai5 uan5 lang5 khau1 nau2 khiau2 gau5 pian3 khiau3,in ui tai uan lang thau nau khiau gau pian khiau,in ui tai uan lang khau nau khiau gau pian khiau,0.09090909090909091,11,10,1,0,0,zh,1,ok
425,indextts,angry,000425_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000425_indextts_angry.wav,tsok tsia lim siu hua,tsiok4 tsia2 lim7 siu3 hua5,tsok tsia lim siu hua,tsiok tsia lim siu hua,0.2,5,4,1,0,0,zh,1,ok
426,indextts,neutral,000426_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000426_indextts_neutral.wav,bo lun kue tsi lan hue iah tsui san,bo5 lun7 kue2 tsi2 lam5 hue1 ia7 tsui2 san2,bo lun kue tsi lan hue iah tsui san,bo lun kue tsi lam hue ia tsui san,0.2222222222222222,9,7,2,0,0,zh,1,ok
427,indextts,surprised,000427_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000427_indextts_surprised.wav,tsi iau king kue tai uan lang e kai liong,tsi2 iau3 king1 kue3 tai5 uan5 lang5 e5 kai2 liong5,tsi iau king kue tai uan lang e kai liong,tsi iau king kue tai uan lang e kai liong,0.0,10,10,0,0,0,zh,1,ok
428,indextts,neutral,000428_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000428_indextts_neutral.wav,long e gian huat tshut it too tsan e phin tsiong,long2 e7 gian2 huat4 tshut4 it4 too7 tsan2 e5 phin2 tsiong2,long e gian huat tshut it too tsan e phin tsiong,long e gian huat tshut it too tsan e phin tsiong,0.0,11,11,0,0,0,zh,1,ok
429,indextts,angry,000429_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000429_indextts_angry.wav,hoo tsuan se kai o lo lan e kue tsi tua koh tinn,hoo7 tsuan5 se3 kai3 o1 lo2 lan2 e5 kue3 tsi2 tua7 koh4 tinn1,hoo tsuan se kai o lo lan e kue tsi tua koh tinn,hoo tsuan se kai o lo lan e kue tsi tua koh tinn,0.0,13,13,0,0,0,zh,1,ok
430,indextts,neutral,000430_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav/000430_indextts_neutral.wav,lan hue phang koh sui,lan5 jian3 hue1 phang1 i1 koh4 si3 sui2,lan hue phang koh sui,lan jian hue phang i koh si sui,0.6,5,5,0,0,3,zh,1,ok
431,indextts,angry,000431_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000431_indextts_angry.wav,tsui san tshinn koh ho tsiah,tsui2 san2 tshinn1 koh4 ho2 tsiah8,tsui san tshinn koh ho tsiah,tsui san tshinn koh ho tsiah,0.0,6,6,0,0,0,zh,1,ok
432,indextts,disgusted,000432_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav/000432_indextts_disgusted.wav,ma in ui an ne,ma7 tshi5 in1 ian2 ui5 i1 tshi2 an2 ian2 e5,ma in ui an ne,ma tshi in ian ui i tshi an ian e,1.2,5,4,1,0,5,zh,1,ok
433,indextts,neutral,000433_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000433_indextts_neutral.wav,soo i e tang gua siau than gua hue,soo2 i2 e7 tang3 gua7 siau1 than3 gua7 hue7,soo i e tang gua siau than gua hue,soo i e tang gua siau than gua hue,0.0,9,9,0,0,0,zh,1,ok
434,indextts,neutral,000434_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000434_indextts_neutral.wav,iau koh u i tsa long giap sia hue e tai uan u su po te bi thng kah tsiunn lo,iau2 koh4 u7 i2 tsa2 long5 giap8 sia7 hue7 e5 tai5 uan5 u7 su3 poo7 te5 bi2 thng5 kah4 tsiunn1 lo2,iau koh u i tsa long giap sia hue e tai uan u su po te bi thng kah tsiunn lo,iau koh u i tsa long giap sia hue e tai uan u su poo te bi thng kah tsiunn lo,0.047619047619047616,21,20,1,0,0,zh,1,ok
435,indextts,neutral,000435_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000435_indextts_neutral.wav,tsit ma kang giap sia hue e tai uan si tian nau ic led kah tsin tse ko kho ki e san phin,tsit4 ma2 kang1 giap8 sia7 hue7 e5 tai5 uan5 si7 tian7 nau2 IC LED kah4 tsin1 tse7 koo1 khoo1 ki1 e5 san2 phin2,tsit ma kang giap sia hue e tai uan si tian nau ic led kah tsin tse ko kho ki e san phin,tsit ma kang giap sia hue e tai uan si tian nau ic led kah tsin tse koo khoo ki e san phin,0.08695652173913043,23,21,2,0,0,zh,1,ok
436,indextts,happy,000436_indextts_happy.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000436_indextts_happy.wav,na mng li tai uan e kiau ngoo si siann mih,na7 mng7 li2 tai5 uan5 e5 kiann5 oo7 si7 siann2 mih8,na mng li tai uan e kiau ngoo si siann mih,na mng li tai uan e kiann oo si siann mih,0.18181818181818182,11,9,2,0,0,zh,1,ok
437,indextts,surprised,000437_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000437_indextts_surprised.wav,hing siau tsuan kiu e bi le to,hing5 siau1 tsuan5 kiu5 e5 bi2 le7 to2,hing siau tsuan kiu e bi le to,hing siau tsuan kiu e bi le to,0.0,8,8,0,0,0,zh,1,ok
438,indextts,sad,000438_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000438_indextts_sad.wav,tse si lan tai uan lang e hiau pa ak si ki un iong ti hui,tse1 si7 lan2 tai5 uan5 lang5 e7 hiau2 pak4 ak4 si5 ki1 un7 iong7 ti3 hui7,tse si lan tai uan lang e hiau pa ak si ki un iong ti hui,tse si lan tai uan lang e hiau pak ak si ki un iong ti hui,0.0625,16,15,1,0,0,zh,1,ok
439,indextts,neutral,000439_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav/000439_indextts_neutral.wav,jin tsin phah piann tshong tso tshut lai e king tse ki tsik,lim5 tsi2 jian7 tsin1 i1 phah4 si2 lian3 piann1 san1 tshong3 san1 lian7 tsoo1 tshi7 jian7 tsian1 tshut4 tsi2 lian7 lai5 e5 king1 lian2 tse1 san1 ki5 lian2 tsik4 si2,jin tsin phah piann tshong tso tshut lai e king tse ki tsik,lim tsi jian tsin i phah si lian piann san tshong san lian tsoo tshi jian tsian tshut tsi lian lai e king lian tse san ki lian tsik si,1.4615384615384615,13,11,2,0,17,zh,1,ok
440,indextts,fearful,000440_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000440_indextts_fearful.wav,ma si lan siong kiau ngoo e sing tsiu,ma7 si7 lan2 siong7 kiann1 goo7 e5 sin1 tsiu7,ma si lan siong kiau ngoo e sing tsiu,ma si lan siong kiann goo e sin tsiu,0.3333333333333333,9,6,3,0,0,zh,1,ok
441,indextts,neutral,000441_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000441_indextts_neutral.wav,lang kong tai uan liam tsin tsing kah tak ke lai puah kam tsing,lang5 kong2 tai5 uan5 liam7 tsin1 tsing5 kah4 tak8 ke1 lai5 puah8 kan2 tsing5,lang kong tai uan liam tsin tsing kah tak ke lai puah kam tsing,lang kong tai uan liam tsin tsing kah tak ke lai puah kan tsing,0.07142857142857142,14,13,1,0,0,zh,1,ok
442,indextts,angry,000442_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000442_indextts_angry.wav,tai uan sio lo e jin tsing bi,tai5 uan5 sio1 lo7 e5 jin5 tsing5 bi7,tai uan sio lo e jin tsing bi,tai uan sio lo e jin tsing bi,0.0,8,8,0,0,0,zh,1,ok
