wav_path,ground_truth
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.62.wav,the tshut 另類 e khuann huat
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.63.wav,the tshinn tai uan lang na beh u tshing tshenn e tai uan i sik
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.64.wav,ing kai ai siunn pan huat tsa tsit jit thuat li han ji e gui hai
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.65.wav,siong bo ma ai liau kai han li bun hua e bu tai
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.66.wav,na bo king kak
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.67.wav,lan tio e tiann tiann khuann tioh tiong kok hu ho teh tsok kuai
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.7.wav,i kip miau thian sian su e lue boo tua kong khai ting ting
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.8.wav,piau bin siong khuann khi lai
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-5.9.wav,tsit kua su kiann na tshiunn kan tann kah tsong kau u kuan he
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.0.wav,lak，bun tsiong si
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.1.wav,sin ki e gi gian ng kim ki
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.10.wav,gua pue i khi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.100.wav,kho ling u gi king ui sok e bun te
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.101.wav,gi gian hak ka tsa tio kong kue
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.102.wav,gin a ti ng kim ki oh gi gian
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.103.wav,na tshiunn khioh tioh
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.104.wav,ng kim ki si tshit hue i tsing
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.105.wav,an ka pi tsia lai in tsing
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.106.wav,hui siong tsing khak
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.107.wav,kho sioh tai uan e ka tiunn hong khi tsit e bian tsinn sing tsinn e ki hue
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.108.wav,hi sing ka ki e kiong hang bu gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.109.wav,khi sing tsiu pat lang e tsu guan hua gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.11.wav,e poo nng tiam kau in tau
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.110.wav,si gong iah si sim hing khuah
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.12.wav,pun te an sng tsit tiam tsing tio e tang lok ho
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.13.wav,siunn be kau gua kah in a kong kong ue e tau ki
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.14.wav,suah tsit kong si tiam tsing
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.15.wav,kau lak tiam tsiah ko si
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.16.wav,ti kio a e thang a pinn iat tshiu ko si e si
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.17.wav,thiann tioh tsit ku tsha put to ji tsap tang m bat thiann kue e ue
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.18.wav,an tsuan khah iau kin ooh
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.19.wav,lin ioh tsit ku ue si siang kong e
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.2.wav,tsok tsia tsiunn jit ing
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.20.wav,si a kong a ma
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.21.wav,iah si tshu pinn e a peh
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.22.wav,long m tioh
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.23.wav,si ka pi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.24.wav,ka pi gau kong ue tsa tio tsai
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.25.wav,gua khuann i tsit ma iau bue si hue
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.26.wav,tio e hiau sann tsiong ue
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.27.wav,ling kang koh oh tioh ing gi hua gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.28.wav,gua ka i tshik
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.29.wav,sio hak sann ni tsin tsing ing kai e hiau goo tsiong ue ah
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.3.wav,pun bun e tsu kak si tsit e gin a
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.30.wav,siunn be kau m bian kau sio hak sann ni
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.31.wav,i ka siong jit gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.32.wav,i king e hiau lak tsing ah
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.33.wav,m na an ne
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.34.wav,tai gi koh kong kah hiah ni lian tng
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.35.wav,tong jian gin a tshong bing ia u
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.36.wav,m koh pe bu kah a kong a ma kuan liam tsing khak
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.37.wav,tsiah si tiong iau guan in
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.38.wav,tse kah gi gian hak ka e lun tiam tu ho hu hap
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.39.wav,in tau u lak tsiong gi gian tsu guan
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.4.wav,gua sing mai kong si siang
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.40.wav,tong lian pi it puann tik ka ting khah tse
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.41.wav,m koh
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.42.wav,ti tai uan
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.43.wav,u nng sann tsiong gi gian tsu guan e ma tsin phoo phian
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.44.wav,khiok si tua poo hun ka tshut kan na e hiau hua gi e gin a
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.45.wav,soo i gi gian tsu guan tse e u i e hong pian
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.46.wav,m koh m si tsu in
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.47.wav,tiong tiam si ka tiunn u gi gian i sik bo
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.48.wav,ka tiunn kam tsai iann sian iong in e tsu guan
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.49.wav,in na tsai iann ka pi si tsin khin sang oh tioh tsit lak tsiong gi gian e
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.5.wav,huan se tsiann tse lang long siunn u
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.50.wav,kho ling king ka i gua
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.51.wav,thau sann tsiong gi gian si bu gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.52.wav,tshu lai e lang kan na kah i kong bu gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.53.wav,i tio oh tioh ah
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.54.wav,bo ke khai si kan
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.55.wav,iah si ke khai tsinn
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.56.wav,ma m bian tsai tshut tsai lip khi poo sip
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.57.wav,tshu li hua gi long bo ka
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.58.wav,si tshu pinn e gin a ka e
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.59.wav,thiann khi lai kuai ki
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.6.wav,m koh iau si lau hoo tak ke ioh khah tshu bi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.60.wav,hia e gin a liam bu gi lang bo oh
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.61.wav,si an tsuann e hiau ka ka pi hua gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.62.wav,tse si tsin e
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.63.wav,hia e gin a e ka tiunn tsin ui tai
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.64.wav,hong khi ka kiann kong bu gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.65.wav,khiok si jin tsin ka kiann kong hua gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.66.wav,hoo in e tang u ki hue lai ka ka pi hua gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.67.wav,hi sing ka ki gin a lai sing tsiu pat lang e ma sng ui tai
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.68.wav,tsit khuan ue kong khi lai khik pok
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.69.wav,m koh su sit huat tian tioh si an ne
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.7.wav,soo i tsiam si ka kio tso ka pi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.70.wav,ka pi e a kong kan na tshua i khi kong hng tshit tho
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.71.wav,ka pi khuann tioh gin a phuann
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.72.wav,tio ua khi kah in sng
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.73.wav,hia e ing kai kong bu gi e gin a long kah i kong hua gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.74.wav,soo i ka pi tsu jian oh tioh
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.75.wav,tse kah it puann lang e khuann huat bo kang
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.76.wav,u bue tsio lang jin ui
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.77.wav,oh bu gi e ing hiong hua gi hak sip
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.78.wav,m koh ka pi e le tsing bing uan tsuan bo siu ing hiong
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.79.wav,huan se u lang e mng
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.8.wav,hit kang
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.80.wav,si an tsuann penn penn tau tin sng
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.81.wav,ka pi e oh tioh pat e gin a e hua gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.82.wav,pat e gin a khiok bo an ka pi hia oh tioh bu gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.83.wav,tse tioh ai mng gin a e a kong a ma ah
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.84.wav,jit gi kah ing gi si khuann tian si oh e
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.85.wav,a kong pue i khuann 卡通
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.86.wav,khuann liau kong sun a e tho lun kiok tsing
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.87.wav,m na oh tioh gi gian
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.88.wav,kong sun a kam tsing ma ho kah hong him sian
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.89.wav,a kong koh tsin iong sim
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.9.wav,kim hua lau su beh tshiann ka pi lok im
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.90.wav,i sui bong e hiau jit gi
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.91.wav,m koo khiam tshing ka ki m si piau tsun e tang kiann im
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.92.wav,soo i tshiann ka kau lai ka
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.93.wav,ka kau lai tshu li
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.94.wav,tong jian ka pi bue khiam sik
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.95.wav,ka pi tsit ma iah bue si hue
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.96.wav,gi gian ling lik na tsiau an ne huat tian lueh
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.97.wav,kau tshit hue ng kim ki bue
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.98.wav,m tsai koh e hiau kui tsiong gi gian
./data/tatmoe_test/condenser/KH_KHF1009/condenser-KH_KHF1009_A003-6.99.wav,m koh tai uan siu tok tsun hua gi e ing hiong
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-0.wav,the si kha pian ho a00
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.0.wav,it，soo ji
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.1.wav,tsiah bo gua tse siau koo kah kui tshui tshiu
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.10.wav,tsa boo gin a tshai tsi mia
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.2.wav,bo mia bo senn mng ti thau penn
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.3.wav,be be sng hun sio tshiann bo lun
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.4.wav,si kau si tam tng bo bi tsiah lai tsu han tsi thng
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.5.wav,tiam iu tso ki ho
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.6.wav,kang oo tsit tiam kuat kong phua m tat sann e tsinn
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.7.wav,tsa poo kiann tit tshan hng tsa boo kiann tit ke tsng
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.8.wav,jia him jia hoo m thang jia tioh tshiah tsa boo
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-1.9.wav,ban lai huat sann pue
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.0.wav,ji，sing uah tui ue
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.1.wav,tshit geh puann ah a m tsai si uah
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.10.wav,tng tong lang tshit geh tng tng pa
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.11.wav,ho hiann ti a ma phoo kah pa tong tong e si
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.12.wav,kho lian e tshit geh puann ah a
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.13.wav,iau uan a m tsai an tsuann lai bong
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.14.wav,thiann lang teh tin tin tong tong
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.15.wav,i iau kio si thinn ting teh tan lui kong thiann kah gong gong gong
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.16.wav,tsin tsiann m tsai si uah
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.17.wav,kong ah a gong u lang iah koh khah gong
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.18.wav,gong siann hue gong beh khi hong thong
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.19.wav,tsia e lang ia bo tsim tsiok siunn khuann mai
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.2.wav,lan lang tshit geh si kui geh
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.20.wav,lang in tiong kok a tsu koo tsa tioh su su liam liam kong tai uan si in e
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.21.wav,bo ai e si
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.22.wav,kong he si bo tsing bo gi tsiau be hau hue be phang e soo tsai
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.23.wav,tsit ma ia koh si ke kang9 kong tai uan si in e tsit sing
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.24.wav,lin na kah tai uan ho gun tioh m kah lin ho
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.25.wav,it tit siunn khang siunn phang m hoo lan ti kok tse siong khia khi
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.26.wav,koh iong hit lo hui tuann ka lan hann
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.27.wav,hann kah u e lang tsin tsiann thau khak phainn khi
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.28.wav,kiann kah gong gong gong
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.29.wav,kai sing tshit gueh puann ah a m tsai si uah
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.3.wav,an bin kan hong siok
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.30.wav,kan na it tit siunn beh khi hong9 thong
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.31.wav,tshin tshiunn ba hioh thong ke a kiann an ne lin tsai honn
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.32.wav,kau si na hong thong kah ai pe kio bu
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.33.wav,tsiah lai huah beh tsai ma mai
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.34.wav,beh tsai bo ho ue beh tsai siunn ban ah
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.35.wav,tshiann kuann kin huan hue tshiann kuann kin kak ngoo
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.4.wav,ui tshe it khui kui mng khai si
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.5.wav,tshit geh tsap goo tua phoo too
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.6.wav,kau geh be kuainn kui mng
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.7.wav,tioh ai it tit pai
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.8.wav,tsing senn a ma it tit thai
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-2.9.wav,thai lai thang phoo too koo hun pai ho hiann ti a
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.0.wav,sann，bun tsiong it
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.1.wav,tai tiong jin khau tshiau uat ko hiong tsiann tso tai uan te ji tua siann tshi
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.10.wav,tsiann tso tai uan te ji tua siann tshi
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.11.wav,ji tshiann in ui tsue kin kui tang tai tiong jin khau tsing hok long pi ko hiong khah kin
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.12.wav,ti thang an sng e bi lai
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.13.wav,tai tiong a kun te ui bo gi ngoo
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.14.wav,tai uan kok kuan tshi i sin pak tshi jin khau siong tse
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.15.wav,ti kin ni lak gueh te e thong ke u sann pah kau tsap peh ban nng tshing si pah sann tsap si lang
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.16.wav,koh tsha tsit ban tshit tshing thong lang to beh kau si pah ban lang e kham tsam
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.17.wav,tshiau kue te ji mia ko hiong tshi u tsit pah ji tsap ban lang tsiah ni tse
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.18.wav,thang an sng e bi lai tu liau hing tsing khu hik tiong sin ueh hun ting tiong tai su hang
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.19.wav,bo sin pak tshi e tng ki ling sian kok kuan tshi
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.2.wav,pian ik lua tsiau lam
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.20.wav,jin khau siong tse giah thau ki
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.21.wav,tan si ti jin khau te ji mia e king tsing
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.22.wav,ko hiong lak gueh te i nng pah tshit tsap tshit ban peh tshing khong ji tsap sann lang
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.23.wav,tshiau kue tai tiong e nng pah tshit tsap tshit ban lak tshing goo pah tshit tsap kau lang ia koh u tsit tshing si pah thong lang
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.24.wav,tsiam a kun m koh put tsi a ua kin
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.25.wav,ji tshiann tsue kin kui tang e tshu se
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.26.wav,tai tiong jin khau sing tiong lut pi ko hiong khah kin
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.27.wav,soo i tai tiong tshi hong bin it tit lok kuan tsham kong teh beh tsiann tso tai uan te ji tua siann tshi
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.28.wav,tsiann sit u iann
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.29.wav,king kue tshit geh e jin khau pian hua
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.3.wav,tai tiong tshi teh beh tsiann tso tai uan te ji tua siann tshi e tsham gi
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.30.wav,tai tiong tsing ka ko hiong tian to kiam tsio
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.31.wav,tsit e an ne tai tiong tshiau kue ko hiong sann pah thong lang
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.32.wav,tsing sik liong khi lai tsiann tso tai uan te ji tua siann tshi
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.33.wav,ko hiong te sann tai pak i nng pah lak tsap kau ban lang tue au
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.34.wav,koh lai si tho hng nng pah lak tsap it ban tsiam te goo tai lam tsit pah peh tsap peh ban pai te lak
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.35.wav,hui liok to e poo hun tsiang hua tsit pah ji tsap peh ban giah thau ki
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.36.wav,pin thau pai loh lai si pin tong peh tsap sann ban
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.37.wav,hun lim biau lik sin tik kuan ka gi kuan
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.38.wav,lam tau gi lan sin tik tshi ke lang
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.39.wav,hua lian ka gi tshi tai tang
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.4.wav,kong kui na ko geh
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.40.wav,kim mng phinn oo lian kang
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.41.wav,na tsun khuann jin khau bit too
./data/tatmoe_test/condenser/KH_KHF1010/condenser-KH_KHF1010_A004-3.42.wav,i kuan tshi khu hun
