index,wav_path,ground_truth,emotion,prediction,lev_distance
749,./data/wav_gen/wav/000749_indextts_surprised.wav,long e gian huat tshut it too tsan e phin tsing,surprised,long e ging khuah tshut，it too tsan e phin tsing,5
750,./data/wav_gen/wav/000750_indextts_surprised.wav,hoo tsuan se kai o lo lan e kue tsi tua koh tinn,surprised,hoo tsuan se kai o loo lan e kui tsi tua kok tinn,3
751,./data/wav_gen/wav/000751_indextts_sad.wav,lan hue phang koh sui,sad,lang hue phang koh sui,1
752,./data/wav_gen/wav/000752_indextts_neutral.wav,tsui san tshinn koh ho tsiah,neutral,tsui san tshinn koo hoo tsiah,2
753,./data/wav_gen/wav/000753_indextts_angry.wav,ma in ui an ne,angry,ma in ui an ne,0
754,./data/wav_gen/wav/000754_indextts_angry.wav,soo i e tang gua siau than gua hue,angry,soi e tang gua siau than gua hue,2
755,./data/wav_gen/wav/000755_indextts_happy.wav,iah koh u i tsa long giap sia hue e tai uan u su po te bi thng kah tsiunn lo,happy,ia koo u，i tsa long giap sia hue tai uan u suh poo te pi thng kah tsiunn lo,8
756,./data/wav_gen/wav/000756_indextts_sad.wav,tsit ma kang giap sia hue e tai uan si tian nau ic led kah tsin tse ko kho ki e san phin,sad,tsin bah kang giap sia hue e tai uan si tian nau，IC LAD kah tsin tse ko kho ki e san phin,9
757,./data/wav_gen/wav/000757_indextts_angry.wav,na mng li tai uan e kiau ngoo si siann mih,angry,na mng li tai uan e kiau ngoo si siann mih,0
758,./data/wav_gen/wav/000758_indextts_angry.wav,hing siau tsuan kiu e bi le to,angry,hian tshiau tsuan kiu e bi le to,4
759,./data/wav_gen/wav/000759_indextts_disgusted.wav,tse si lan tai uan lang e hiau pa ak si ki un iong ti hui,disgusted,tse si lan tai uan lang e hiah pa ah si ki un iunn ti hui,4
760,./data/wav_gen/wav/000760_indextts_disgusted.wav,jin tsin phah piann tshong tso tshut lai e king tse ki tsik,disgusted,jin tsin phah piann tshong tsoo tshut lai e king tse ki tsit,2
761,./data/wav_gen/wav/000761_indextts_angry.wav,ma si lan siong kiau ngoo e sing tsiu,angry,ma si lan siong kiau ngoo e sim tsiu,2
762,./data/wav_gen/wav/000762_indextts_neutral.wav,lang kong tai uan liam tsin tsing kah tak ke lai puah kam tsing,neutral,lang kong tai uan liam tsin tsing kah tak ke lai puah kam tsing,0
763,./data/wav_gen/wav/000763_indextts_angry.wav,tai uan sio lo e jin tsing bi,angry,tai uai sio loo e jin tsing bi,2
764,./data/wav_gen/wav/000764_indextts_sad.wav,hoo tsin tse bat lai tai uan tshit tho,sad,hoo tsin tse bat lai tai uan tshit tho,0
765,./data/wav_gen/wav/000765_indextts_neutral.wav,iah si tua kue e gua kok lang long o lo kah e tak tsih,neutral,ia si tua kue e ua koo lang long o lo kah e tak tsi,4
766,./data/wav_gen/wav/000766_indextts_angry.wav,bat u tsit ui ui jit pun lai e tsin tshut mia e bing tshinn kong,angry,ma u tsit ui ui jit pun lai e tsin tshu mia e bing tshin kong,4
767,./data/wav_gen/wav/000767_indextts_disgusted.wav,in ui tai uan lang e tshin tshiat,disgusted,in ui tai uan lang e tshin tshiat,0
768,./data/wav_gen/wav/000768_indextts_surprised.wav,li thau tsit e siunn tioh e it ting si tsit tsam a tshing kah liah be tiau e bi kok tsit giap na kiu tui e suan tshiu lim su ho,surprised,li thau tsit e siunn tioh e，it ting si tsit tsam a tshing kah liah be tiau e bi koh tsit kiap，na kiu tui e suan tshiu lim su ho,4
769,./data/wav_gen/wav/000769_indextts_neutral.wav,hoo gua tshim tshim be luan tai uan,neutral,hoo a tshin tshin be luan tai uan,4
770,./data/wav_gen/wav/000770_indextts_fearful.wav,soo i to sng lai tsia tshit tho tsap kui pai,fearful,soo i to sng lai tsia tshit tho tsap kui pai,0
771,./data/wav_gen/wav/000771_indextts_sad.wav,ma be ia sian,sad,ma be iah sian,1
772,./data/wav_gen/wav/000772_indextts_disgusted.wav,in ui ti tai uan,disgusted,in ui ti tai uan,0
773,./data/wav_gen/wav/000773_indextts_happy.wav,tak ke long ka gua tong tso si ka ti lang,happy,tak ke long ka tong tsoo si ka ti lang,5
774,./data/wav_gen/wav/000774_indextts_angry.wav,guan lau su ma bat tu tioh tsit e ti tai uan tsiah thau loo e gua kok lang,angry,guan lau soo ma bat tu tioh tsit e ti tai uan tsiah thau loo e gua kau lang,4
775,./data/wav_gen/wav/000775_indextts_disgusted.wav,in ui beh hoo lang tiau khi tiong kok,disgusted,in ui beh hoo lang tiau khi tiong kok,0
776,./data/wav_gen/wav/000776_indextts_disgusted.wav,kam kak tsin ut tsut,disgusted,kang kak tsin ut tsut,2
777,./data/wav_gen/wav/000777_indextts_fearful.wav,i kong tai uan tsit si ke long tshiong buan sio lo e jin tsing bi,fearful,i kong tai uan tsit si ke long tshiong buan sio loo e lin tsin bi,3
778,./data/wav_gen/wav/000778_indextts_disgusted.wav,si tsit e e hoo lang siau liam e ho soo tsai,disgusted,si tsit e e hoo lang siau liam e hoo soo tsai,1
779,./data/wav_gen/wav/000779_indextts_neutral.wav,lim su ho sui lian hoo lan kam kak tsin kiau ngoo,neutral,lin su ho sui jian hoo lan kam kak tsin kiau ngoo,2
780,./data/wav_gen/wav/000780_indextts_disgusted.wav,tong lian hoo lang siong kiau ngoo e soo tsai si,disgusted,tong lian hoo lang siong kiau ngoo e soo tsai si,0
781,./data/wav_gen/wav/000781_indextts_sad.wav,tai uan si ti hua jin se kai te it e sit si bin tsu tse too e kok ka,sad,tai uan si ti hua lin se kai te it e sio si bin tsu tse too e kok ka,2
782,./data/wav_gen/wav/000782_indextts_neutral.wav,it kiu pat liok ni i au,neutral,i kiu pat liok ni i au,1
783,./data/wav_gen/wav/000783_indextts_disgusted.wav,tsing ti kai kik e sok too ju lai lu kin,disgusted,tsng ti kai kio e sok too ju lai lu kin,2
784,./data/wav_gen/wav/000784_indextts_fearful.wav,pau kuat it kiu pat tshit ni kai tu kai giam huat,fearful,pau kua it kiu pat tshit ni kai tu kai iam huat,2
785,./data/wav_gen/wav/000785_indextts_disgusted.wav,sit si tsu iu hua tsing tshik,disgusted,si si tsu iu huah tsing tshik,2
786,./data/wav_gen/wav/000786_indextts_angry.wav,kau it kiu kiu liok ni tsong thong tit suan,angry,kau it kiu kiu liu ni，tsong thong tit suat,4
787,./data/wav_gen/wav/000787_indextts_fearful.wav,sng si huah tshut bin tsu tsuan hing e tsit tua poo,fearful,sng si huah tshu bin tsu tsuan hing e tsit tua poo,1
788,./data/wav_gen/wav/000788_indextts_angry.wav,nng tshing ni tsong thong tai suan e kiat ko,angry,nng tshing ni tsong thong tai suan e kiat koo,1
789,./data/wav_gen/wav/000789_indextts_sad.wav,si tai uan te it painn e tsing tong lun the,sad,si tai uan te it peh e tsing tong lun the,4
790,./data/wav_gen/wav/000790_indextts_neutral.wav,m koh i ping m si lan tai uan pue iong tshut lai e,neutral,m koo i pim m si lan tai uan pue iong tshut lai,5
791,./data/wav_gen/wav/000791_indextts_neutral.wav,lan king lik ho ping tsuan i tsip tsing khuan e kue thing,neutral,lan king lik，hoo ping tsuan i tsit tsing khuan e kue ting,4
792,./data/wav_gen/wav/000792_indextts_neutral.wav,hoo tai uan e bin tsu hua siu tioh se hong bin tsu kok ka e khing ting,neutral,hoo tai uan e bin tsu hua，siu tioh se hong bin tsu kok ka e e khing ting,3
793,./data/wav_gen/wav/000793_indextts_sad.wav,lan u tsiah ni tse tat tit tshia iann e tsu san,sad,lam u tsiah ni tse tak ti tshia iann e tsu san,3
794,./data/wav_gen/wav/000794_indextts_fearful.wav,lan u ho tioh ai tsai sioh po,fearful,lang u ho tioh ai tsai siok poo,3
795,./data/wav_gen/wav/000795_indextts_happy.wav,m thang tshin tshai pang hinn sak,happy,m thang tshin tshai pang hi sak,2
796,./data/wav_gen/wav/000796_indextts_happy.wav,lan tioh ai bo hun tsok kun hue tse phah piann,happy,lan tioh ai boo hun tsok khun，hue tse phah piann,3
797,./data/wav_gen/wav/000797_indextts_neutral.wav,kiong tong tshong tso koh khah tse tai uan tsi kong,neutral,kiong tong tshong tsoo koh khah tse e tai uan tsi kong,3
798,./data/wav_gen/wav/000798_indextts_surprised.wav,kiong tong kian siat tsit e tsing siong e kok ka,surprised,kiong tong kian siau tsit e tsin siong e kok ka,2
799,./data/wav_gen/wav/000799_indextts_neutral.wav,hoo lan e tang tua siann tui tsuan se kai huah tshut,neutral,hoo lan e tang tua siann tui tsuan se kai hua tshut,1
800,./data/wav_gen/wav/000800_indextts_angry.wav,gua si tai uan lang,angry,gua si tai uan lang,0
801,./data/wav_gen/wav/000801_indextts_fearful.wav,i si ti bi kok tshut si,fearful,i si ti bi kok tshut si,0
802,./data/wav_gen/wav/000802_indextts_sad.wav,tse tsiah si tai uan siong tua e kiau ngoo,sad,tse tsiah si tai uan siong tua e kiau ngoo,0
803,./data/wav_gen/wav/000803_indextts_fearful.wav,li kong tioh bo,fearful,li kong tioh bo,0
804,./data/wav_gen/wav/000804_indextts_sad.wav,tsiap siu bi kok kau iok e bi kok lang,sad,tsiap siu bi kok kau giok e bi kok lang,1
805,./data/wav_gen/wav/000805_indextts_angry.wav,soo i gua lin ui tsin tsin tsiann tsiann e tai uan tsi kong si ia kiu tau tshiu ong kian bin,angry,hann,88
806,./data/wav_gen/wav/000806_indextts_fearful.wav,gua siong ai e lang,fearful,gua siong ai lang,2
807,./data/wav_gen/wav/000807_indextts_sad.wav,tsin han tit u khah tng e si kan tso hue,sad,tsin han tit u khah tng e si kan tso hue,0
808,./data/wav_gen/wav/000808_indextts_angry.wav,soo i tsu se han kau tann,angry,soo i tsu se han kau ta,2
809,./data/wav_gen/wav/000809_indextts_neutral.wav,long si a ma teh tsiau koo gua,neutral,long si a ma leh tsiau koo ah,4
810,./data/wav_gen/wav/000810_indextts_sad.wav,ka gua lak sai lak lio,sad,kau a lak sai lak lio,3
811,./data/wav_gen/wav/000811_indextts_sad.wav,kiann gua iau kiann gua kuann,sad,kiann gua iau，kiann gua kuann,1
812,./data/wav_gen/wav/000812_indextts_surprised.wav,ui gua ang ang luan luan tshua kau tann tsiah tua han,surprised,ui ua ang ang luan luan tshua kau ta tsiah tua han,3
813,./data/wav_gen/wav/000813_indextts_surprised.wav,soo i a ma si gua sim tiong siong tshin siong ai e lang,surprised,soo i，a ma si gua sim tiong siong tshin siong lai e lang,2
814,./data/wav_gen/wav/000814_indextts_fearful.wav,gua bat thiann a ma kong gua se han e si tsiann ai khau,fearful,gua bah thiann a ma kong gua se han e si tsiann ai khau,1
815,./data/wav_gen/wav/000815_indextts_happy.wav,khau long khau be tiam,happy,khau long khau be tiam,0
816,./data/wav_gen/wav/000816_indextts_neutral.wav,in ui tshu lai khuan king bo lua ho,neutral,in ui tshu lai khuan king boo lua ho,1
817,./data/wav_gen/wav/000817_indextts_surprised.wav,tsok tsia tiunn jit tong,surprised,tsok tsia tiunn ji tong,1
818,./data/wav_gen/wav/000818_indextts_disgusted.wav,hit si tsun a ma koh u leh tso tsu guan hue siu,disgusted,hi si tsun a ma koh u le tso tsu uan hue siu,3
819,./data/wav_gen/wav/000819_indextts_sad.wav,ke kiam khioh tsit kua sok ka kuan a phainn tang ku siah phoo a tsua lai be,sad,ke kiam khioh tsit kua sooh ka kuang a，phai tang ku sia，phoo a tsuah lai be,9
820,./data/wav_gen/wav/000820_indextts_surprised.wav,thang ke kiam poo thiap tshu lai e khai siau,surprised,thang ke kiam poo thiap tshu lai e khai siau,0
821,./data/wav_gen/wav/000821_indextts_disgusted.wav,u tsit pai a ma tshut khi khioh mih kiann e si,disgusted,u tsit pai，a ma tshut khi khiu mih kiann e si,3
822,./data/wav_gen/wav/000822_indextts_sad.wav,gua ti tshu lai it tit khau,sad,gua ti tshu lai it tit khau,0
823,./data/wav_gen/wav/000823_indextts_angry.wav,khau kah siunn tshut lat,angry,khau ka siu tshut lan,4
824,./data/wav_gen/wav/000824_indextts_surprised.wav,suah lai tui tiong,surprised,suah lai tui tioo,2
825,./data/wav_gen/wav/000825_indextts_fearful.wav,a ma tng lai e si khuann gua bin sik huan tshenn,fearful,a ma tng lai si，khuann gua bin sit khuan tshenn,5
826,./data/wav_gen/wav/000826_indextts_disgusted.wav,kuann kin tsiong gua sang khi penn inn,disgusted,kuann kin tsiong gua sang khi penn i,2
827,./data/wav_gen/wav/000827_indextts_sad.wav,i sing kong na koh ban tit puann tiam tsing,sad,i sing kong，na koh pan ti puann tiam tsing,3
828,./data/wav_gen/wav/000828_indextts_angry.wav,kok ui phing phuann lau su kok ui suan tshiu tak ke ho,angry,kok ui phiong phua lau su kok ui suan tshiu tak ke ho,3
829,./data/wav_gen/wav/000829_indextts_neutral.wav,tng a ngeh oo khi,neutral,tng a nge oo khi,1
830,./data/wav_gen/wav/000830_indextts_neutral.wav,tsit e gin a to bo kiu ah,neutral,tsit e gin a tioh boo kiu ah,3
831,./data/wav_gen/wav/000831_indextts_surprised.wav,a ma kong kau tsia bak sai lin lin go,surprised,a ma kong kau tsia，bah sai lin tin go,3
832,./data/wav_gen/wav/000832_indextts_neutral.wav,tshin tshiunn teh tsik kuai i bo ka tsiau koo ho se e khuan,neutral,tsin tshiunn teh tsit kuah e，i bo ka tsiah koo hoo se，h huan,10
833,./data/wav_gen/wav/000833_indextts_angry.wav,gua tio kuann kin an ui a ma kong,angry,gua tioh kuann kin an gui a ma kong,2
834,./data/wav_gen/wav/000834_indextts_fearful.wav,si gua siunn ai khau,fearful,tshi ua siunn ai khau,3
835,./data/wav_gen/wav/000835_indextts_sad.wav,gua e senn mia si a ma ka gua kiu tng lai e,sad,gua e se mia si a ma ka gua kiu tng lai,4
836,./data/wav_gen/wav/000836_indextts_happy.wav,a ma li si gua siong ai e lang,happy,a ma li si gua siong ai e lang,0
837,./data/wav_gen/wav/000837_indextts_sad.wav,a ma koh bat ka gua kong,sad,a ma koh bat kau a kong,3
838,./data/wav_gen/wav/000838_indextts_happy.wav,gua se han e si phue hu bo ho,happy,gua se han e si，phue hu bo ho,1
839,./data/wav_gen/wav/000839_indextts_angry.wav,kin a jit gua beh kong e te bok si gua siong ai e lang,angry,kin a lit gua beh kong e te bok si，gua siong ai e lang lang,7
840,./data/wav_gen/wav/000840_indextts_fearful.wav,tsin gau senn thau huat bue,fearful,tsin gau senn thau huat pue,1
841,./data/wav_gen/wav/000841_indextts_angry.wav,khah tsa tshu lai bang tsiann kau,angry,khah tsa tshu lai bang tsia kau,2
842,./data/wav_gen/wav/000842_indextts_fearful.wav,tiann tiann khi hoo bang a ting kah kui thau kui bin,fearful,tiann tiann khi hoo uang a ting kah kui khau kui bin,2
843,./data/wav_gen/wav/000843_indextts_neutral.wav,tsit phok tsit phok ang ki ki,neutral,tsit phok tsit phok ang ki gi,1
844,./data/wav_gen/wav/000844_indextts_angry.wav,in ui tsin tsiunn tio it tit khi ka jiau,angry,in ui tsinn tsiunn tioh it tit khi ka liau,3
845,./data/wav_gen/wav/000845_indextts_neutral.wav,jiau kah huat hong koh pu lang,neutral,iau kah huat hong koh pu lang,1
846,./data/wav_gen/wav/000846_indextts_angry.wav,kui liap thau long si liap a,angry,kui liap thau long si liap a,0
847,./data/wav_gen/wav/000847_indextts_neutral.wav,tshiunn tshau thau kang khuan,neutral,tshiunn tshau thau kang khuan,0
848,./data/wav_gen/wav/000848_indextts_fearful.wav,a ma khuann tioh tsiann m kam,fearful,a ma khuann tioh tsiah m kam,2
849,./data/wav_gen/wav/000849_indextts_fearful.wav,tio tsau khi tiong ioh tiam kap tsin tsu hun tng lai hoo gua tsiah koh hoo gua buah,fearful,tioh tsau khi tiong ioh tiang kah tsin tsu hun tng lai hoo gua tsiah，koh hoo gua puah,6
850,./data/wav_gen/wav/000850_indextts_disgusted.wav,tsu gua u ki ti kau tann,disgusted,tsu ua u ki ti kau ta,3
851,./data/wav_gen/wav/000851_indextts_fearful.wav,gua ti leh siunn tsin tsu hun it ting si kui som som,fearful,gua ti leh siunn，tsin tsu hun it tin si kui som som,2
852,./data/wav_gen/wav/000852_indextts_neutral.wav,a ma tioh ai khioh gua tse ki 寶特瓶 tsiah u thang be tsin tsu hun,neutral,a ma tioh ai khioo gua tse ki，tho phin to piang，tsiah u thang be tsin tsu hun,18
853,./data/wav_gen/wav/000853_indextts_angry.wav,siunn kau tsia,angry,siu kau tsia,2
854,./data/wav_gen/wav/000854_indextts_surprised.wav,gua kam siu tioh a ma si se kan siong ai gua e lang,surprised,gua kam siu tioh a ma si，se kan siong ai gua e lang,1
855,./data/wav_gen/wav/000855_indextts_sad.wav,gua tsit ma teh thak kok sio,sad,ua tsit ma teh thak kok sio,1
856,./data/wav_gen/wav/000856_indextts_happy.wav,tak kang ke be thi kau be pui e si,happy,tak kang ke be ti kauh be pui e si,2
857,./data/wav_gen/wav/000857_indextts_disgusted.wav,a ma tio e khi lai tsu tsa tng hoo gua tsiah,disgusted,a ma tioh e khi lai tsu tsa tng hoo gua tsia,2
858,./data/wav_gen/wav/000858_indextts_neutral.wav,a ma e kun mue tsian nng,neutral,a ma e kun muai，tsian nng,3
859,./data/wav_gen/wav/000859_indextts_sad.wav,koh tsha tsit hang tshenn tshai hoo gua phue,sad,koh tsha tsit hang tshe tshai hoo a phue,4
860,./data/wav_gen/wav/000860_indextts_happy.wav,a ma kong ka ti tsu e tsong pi gua khau be e khah ho,happy,a ma kong ka ti tsu e，tsong pi u a khau be khah ho,5
861,./data/wav_gen/wav/000861_indextts_happy.wav,gua m bat khuann kue guan ma mah,happy,gua m bat khuann kue gua ma mah,1
862,./data/wav_gen/wav/000862_indextts_fearful.wav,tsiah tioh ma khah an sim,fearful,tsia tioh ma khah an sim,1
863,./data/wav_gen/wav/000863_indextts_surprised.wav,tsit ma tian si koh it tit po hit lo 塑化劑,surprised,tsit ma tian si koh it tit poh hit looh，su huah tio,14
864,./data/wav_gen/wav/000864_indextts_happy.wav,na tsiah siunn tse tui sin the tsiann bai,happy,na tsiah siunn tse，tui sin the tsia bai,3
865,./data/wav_gen/wav/000865_indextts_angry.wav,li gin a lang tu beh tua,angry,li gin a lang tu beh tua,0
866,./data/wav_gen/wav/000866_indextts_fearful.wav,sin the ai koo hoo kiann,fearful,sin kheh ai koo hoo kiann,2
867,./data/wav_gen/wav/000867_indextts_disgusted.wav,au pai tsiah u thang kian lip tsit e khuai lok e ka ting,disgusted,au pai tsiau u thang kian lip tsit e khuai lok e ka ting,1
868,./data/wav_gen/wav/000868_indextts_surprised.wav,sui lian hian tshu si gua iau koh se han,surprised,sui lian hian tshu si，gua iau koo se hat,3
869,./data/wav_gen/wav/000869_indextts_angry.wav,m koh a ma tui gua e kuan sim kah thiann ai,angry,m koh a ma tui ua e，kuan sim kah thiann ai,2
870,./data/wav_gen/wav/000870_indextts_neutral.wav,gua e ing uan ki tiam sim lai,neutral,gua e ing uan ki tiam sin lai,1
871,./data/wav_gen/wav/000871_indextts_surprised.wav,tsit ma gua tioh ai ho ho iu hau a ma,surprised,tsit ma，gua tioh ai ho ho iu hau a ma,1
872,./data/wav_gen/wav/000872_indextts_disgusted.wav,pa pah ui tioh kui ke hue e sing uah,disgusted,pa pah ui tioh kui ke hue e sing ua,1
873,./data/wav_gen/wav/000873_indextts_happy.wav,tan gua tua han,happy,tang gua tua han,1
874,./data/wav_gen/wav/000874_indextts_fearful.wav,gua beh po tap a ma iong iok gua e un tsing,fearful,gua beh po tah a ma iong iok gua e un tsing,1
875,./data/wav_gen/wav/000875_indextts_angry.wav,koh tsiong tsit hun un tsing ka thuan loh khi,angry,ko tiong tsit hun un tsin ka thuan loh khi,3
876,./data/wav_gen/wav/000876_indextts_fearful.wav,tsue au gua beh kong,fearful,tsueh au gua beh kong,1
877,./data/wav_gen/wav/000877_indextts_surprised.wav,a ma li si gua ing uan ing uan siong ai e lang,surprised,a ma，li si gua ing uan ing uan siong ai e lang,1
878,./data/wav_gen/wav/000878_indextts_neutral.wav,gua e ian kang tio kong kau tsia,neutral,gua e ian kang tioh kong kau tsia,1
879,./data/wav_gen/wav/000879_indextts_happy.wav,kam sia kok ui,happy,kam sia koo i,2
880,./data/wav_gen/wav/000880_indextts_sad.wav,thau jit ti gua khau pun pho tsau tsong,sad,thau li ti ua khau pun pho tsau tsong,3
881,./data/wav_gen/wav/000881_indextts_sad.wav,u tang si kui na kang tsiah u thang tng lai tsit pai,sad,u tang si kui na kang，tsia u thang tng ai tsit pai,3
882,./data/wav_gen/wav/000882_indextts_disgusted.wav,tshio si hong guan hit e tann sai e,disgusted,tshioo si hong guan hit e ta sai e,3
883,./data/wav_gen/wav/000883_indextts_fearful.wav,tsing tsoh tsin tsio teh ing hua hak pui liau,fearful,tsin tsoo tsin tsio le ing huah ha pui liau,6
884,./data/wav_gen/wav/000884_indextts_angry.wav,long tsok but ai ing tioh e pui,angry,long tsok but ai ging tioh e pui,1
885,./data/wav_gen/wav/000885_indextts_surprised.wav,long ma ka ti tse tso sing san e,surprised,long ma ka ti tse tsoo sin san e,2
886,./data/wav_gen/wav/000886_indextts_neutral.wav,tshiunn kong ke sai pui ti sai pui kah lang ka ti pang tshut lai e tua pui,neutral,tshiunn kong ke sai bui ti sai bui ka，lang ka ti pang tshut lai e tua bui,5
887,./data/wav_gen/wav/000887_indextts_sad.wav,iah si iong tiu tshau pun so khi au tso pui,sad,iah si iong tiu tshau，pun so khi au tso pui,1
888,./data/wav_gen/wav/000888_indextts_disgusted.wav,koh tsit tsiong tio si tua ti ke a lai e lang,disgusted,kok tsit tsiong，tioh si tua ti ke a lai e lang,3
889,./data/wav_gen/wav/000889_indextts_disgusted.wav,ui hia e pang tshut lai e mih kiann ka ti bo loo ing,disgusted,ui hia e pang tshu lai min kiann ka ti bo loo ing,4
890,./data/wav_gen/wav/000890_indextts_disgusted.wav,to e u tsit kua tsoh sit lang lai in beh ai in e tua pui,disgusted,to e u tsit kua tso sit lang lai in，be ai in e tua bui,4
891,./data/wav_gen/wav/000891_indextts_angry.wav,sui lian in tse bian hu tsinn,angry,sui lian，in tse pian hu tshin,4
892,./data/wav_gen/wav/000892_indextts_happy.wav,m koh kue ni kue tseh iau si ai sang tsit e a le but,happy,m koh kue ni kue tseh，iau si ai sang tsit e a le but,1
893,./data/wav_gen/wav/000893_indextts_sad.wav,tsok tsia kang ting tshiu,sad,tsok tsia，kang ting tshiu,1
894,./data/wav_gen/wav/000894_indextts_disgusted.wav,na bo gua ka iah leh,disgusted,na boo gua kai a leh,4
895,./data/wav_gen/wav/000895_indextts_sad.wav,me ni to hoo pat lang in khi,sad,me ni to hoo pa lang in khi,1
896,./data/wav_gen/wav/000896_indextts_disgusted.wav,u tsit e be ke e sing li lang,disgusted,u tsit e be ke e sing li lang,0
897,./data/wav_gen/wav/000897_indextts_neutral.wav,tak kang to e tann tioh i hit tann ke,neutral,tak kang too e tann tioh i hit tann ke,1
898,./data/wav_gen/wav/000898_indextts_happy.wav,ti tak si ke e tsng a thau tsit e tsit e khi kio be,happy,ti tak si ke e tsng a thau tsit le tsit le khi kio be,2
899,./data/wav_gen/wav/000899_indextts_happy.wav,na kau tiong tau i tio e khi tsng gua e tua tshiu kha,happy,na kau tiong tau i tioh e khi tsng gua e tua tshiu kha,1
900,./data/wav_gen/wav/000900_indextts_surprised.wav,tsiah png kann hioh tau,surprised,tsiah png ka hioh tauh,3
901,./data/wav_gen/wav/000901_indextts_disgusted.wav,tsit kua na ti i tann khi be e si hu bo tioh e,disgusted,tsit kua na ti i tann khi be e si，hu bo tioh e,1
902,./data/wav_gen/wav/000902_indextts_disgusted.wav,long tsai iann ti tiong tau i hioh khun e si,disgusted,long tsai iann ti tiong tau i hioh kun e si,1
903,./data/wav_gen/wav/000903_indextts_sad.wav,lai tsia ka kau kuan,sad,lai tsia ka kau kuan,0
904,./data/wav_gen/wav/000904_indextts_angry.wav,tsin tsa i tsing,angry,tsin tsa i tsing,0
905,./data/wav_gen/wav/000905_indextts_sad.wav,be ke si u phiat poo e,sad,be ke si u phiat poo e,0
906,./data/wav_gen/wav/000906_indextts_neutral.wav,ai sing iong tsing thau a ka tsam tsit sut a lai tshui nih tam khuann u kam phinn khuann u phang bo,neutral,ai sin giong tsian thau a ka tsam tsit su la lai tshui ni，tam khuann u kam phinn khuann u phang bo,8
907,./data/wav_gen/wav/000907_indextts_sad.wav,in ui na si kui tann an ne phinn,sad,in ui na si kui tah an ne phinn,2
908,./data/wav_gen/wav/000908_indextts_disgusted.wav,khi bi siunn tang,disgusted,khi bi siunn tang,0
909,./data/wav_gen/wav/000909_indextts_fearful.wav,tshau tsho phih pha,fearful,tshau tshoo phi pha,2
910,./data/wav_gen/wav/000910_indextts_angry.wav,gua9 bai bi leh,angry,gua bai bi leh,1
911,./data/wav_gen/wav/000911_indextts_disgusted.wav,tsin tu ho u tsit kang tsit e be ke e hioh khun bo lai be,disgusted,tsin tu hoo u tsit kang tsit e peh ke e phioh khun boo lai be,5
912,./data/wav_gen/wav/000912_indextts_surprised.wav,ma hiah tu tshian,surprised,ma，hia tu tshian,2
913,./data/wav_gen/wav/000913_indextts_angry.wav,u tsit e tua hong guan e tsoh sit lang,angry,u tsit e tua hong guan e tso sit lang,1
914,./data/wav_gen/wav/000914_indextts_neutral.wav,khi siu tua pui tng lai kau puann loo,neutral,khi siu tua pui tng lai kau puann loo,0
915,./data/wav_gen/wav/000915_indextts_fearful.wav,lan tai uan iau si long giap sia hue,fearful,lan tai uan a si long giak sia hue,3
916,./data/wav_gen/wav/000916_indextts_angry.wav,pak too bo song khuai,angry,pa too bo song khuai,1
917,./data/wav_gen/wav/000917_indextts_angry.wav,to tsit tann tua pui khng tiam tshiu a kha,angry,to tsit tah tua pui khng tiam tshiu a kha,2
918,./data/wav_gen/wav/000918_indextts_surprised.wav,siunn kong tua pui bo lang e thau tsiah tioh lah,surprised,siu kong tua pui boo lang e thau tsiah tioh lah,3
919,./data/wav_gen/wav/000919_indextts_happy.wav,ka ti kin khi tshau poo a lai tshue soo tsai siau thau,happy,ka ti kin khi tshau poo a lai tshue soo tsai siau thau,0
920,./data/wav_gen/wav/000920_indextts_neutral.wav,hiah tu ho,neutral,hia tu ho,1
921,./data/wav_gen/wav/000921_indextts_fearful.wav,tsit e tua tshiu kha,fearful,tsit te tua tshiu kha,1
922,./data/wav_gen/wav/000922_indextts_happy.wav,tio si hit e be ke e tiann tiann hioh tau e soo tsai,happy,tioh si hit e be ke e，tiah tiah hioh tauh e soo tsai,7
923,./data/wav_gen/wav/000923_indextts_neutral.wav,si kan ia tu ho tiong tau si,neutral,si kan ia tu hoo tiong tau si,1
924,./data/wav_gen/wav/000924_indextts_surprised.wav,he tua pui e sik tsui kah ke si sio ua sio ua,surprised,he tua pui e sit tsui，ka ke si sio ua sio ua,3
925,./data/wav_gen/wav/000925_indextts_happy.wav,long si oo oo koh tua sio khua ang huann ang huann,happy,long si oo oo koh tua sio khua ang huah ang huah,4
926,./data/wav_gen/wav/000926_indextts_angry.wav,soo iong soo tsiah e mih kiann,angry,sio iong sio tsiah e mih kiann,2
927,./data/wav_gen/wav/000927_indextts_surprised.wav,khi bi ma si tshau tsho a tshau tsho,surprised,khi bih ma si thau tsho a thau tsho,3
928,./data/wav_gen/wav/000928_indextts_happy.wav,na bo tsim tsiok khuann un un a phinn,happy,na boo tsin tsiok khuann，gun bun a phi,7
929,./data/wav_gen/wav/000929_indextts_angry.wav,si hun bo sann e tshut lai,angry,si hun bo sai tshut lai,4
930,./data/wav_gen/wav/000930_indextts_sad.wav,hiah tu ho,sad,ia tu ho,2
931,./data/wav_gen/wav/000931_indextts_disgusted.wav,ke e sing li tik piat ka iah,disgusted,ke e sing li tik piat ka iah,0
932,./data/wav_gen/wav/000932_indextts_surprised.wav,be ke e bo lai be,surprised,be ke e boo lai be,1
